shipment_id,order_date,ship_date,ship_dow,ship_month,shipment_mode,carrier,service_level,origin_metro,dest_metro,origin_zip,dest_zip,origin_lat,origin_lon,dest_lat,dest_lon,distance_miles,zone,weight_lbs,length_in,width_in,height_in,pallet_count,residential_flag,signature_required,declared_value_usd,fuel_surcharge_pct,weather_severity,carrier_congestion_index,promised_days,carrier_cost_usd,transit_days,delivered_on_time
SHP-42-0015025,2025-08-15,2025-08-16,5,8,parcel,Northstar Parcel,Overnight,Minneapolis MN,Chicago IL,55468,60640,44.98,-93.27,41.88,-87.63,354.8,4,4.55,11.1,8.9,4.0,0,0,0,0.0,0.1261,0.118,0.203,2,29.3,2,1
SHP-42-0029119,2024-04-17,2024-04-17,2,4,parcel,Northstar Parcel,Ground,Columbus OH,Atlanta GA,43216,30392,39.96,-82.99,33.75,-84.39,436.0,4,1.96,8.7,5.5,4.4,0,1,0,0.0,0.1144,0.061,0.057,5,12.02,4,1
SHP-42-0002340,2024-02-19,2024-02-20,1,2,parcel,Falcon Post,  Ground ,Chicago IL,Houston TX,60624,77068,41.88,-87.63,29.76,-95.37,942.0,5,3.06,7.1,7.9,4.7,0,1,0,60.51,0.1406,0.494,0.139,6,12.8,5,1
SHP-42-0025765,2024-02-15,2024-02-17,5,2,parcel,Summit Express,Ground,Chicago IL,Dallas TX,60608,75235,41.88,-87.63,32.78,-96.8,804.7,5,0.89,6.8,5.1,4.2,0,1,0,0.0,0.1624,0.422,0.135,6,17.13,5,1
SHP-42-0027453,2025-09-24,2025-09-25,3,9,parcel,Northstar Parcel,Ground,Chicago IL,Nashville TN,60611,37284,41.88,-87.63,36.16,-86.78,397.8,4,4.88,10.4,7.2,,0,1,0,43.1,0.1165,0.251,0.176,5,15.33,4,1
SHP-42-0042280,2024-11-30,2024-12-02,0,12,ltl_freight,Ironclad Freight,LTL Standard,Houston TX,Dallas TX,77001,75253,29.76,-95.37,32.78,-96.8,225.1,3,556.58,47.5,33.2,19.8,1,0,0,56.08,0.1674,0.619,0.798,7,173.27,8,0
SHP-42-0039719,2025-08-03,2025-08-04,0,8,ltl_freight,Ironclad Freight,LTL Standard,Dallas TX,Houston TX,75230,77085,32.78,-96.8,29.76,-95.37,225.1,3,991.24,48.4,51.2,32.3,1,1,0,259.13,0.0939,0.214,0.076,7,191.82,7,1
SHP-42-0032283,2024-02-07,2024-02-07,2,2,parcel,Northstar Parcel,Expedited,Atlanta GA,Dallas TX,30341,75286,33.75,-84.39,32.78,-96.8,719.6,5,4.04,10.5,7.9,3.6,0,1,0,0.0,0.1427,0.588,0.133,4,21.16,4,1
SHP-42-0046217,2024-08-06,2024-08-10,5,8,parcel,Falcon Post,Overnight,Houston TX,Columbus OH,77019,43235,29.76,-95.37,39.96,-82.99,992.7,5,3.49,9.1,8.6,5.4,0,0,0,126.19,0.1263,0.053,0.0,2,26.4,3,0
SHP-42-0026974,2025-08-11,2025-08-11,0,8,parcel,Falcon Post,Ground,Chicago IL,New York NY,60612,10094,41.88,-87.63,40.71,-74.01,710.9,5,4.27,7.5,7.4,4.0,0,1,0,0.0,0.1063,0.357,0.187,6,12.75,7,0
SHP-42-0009394,2025-02-08,2025-02-09,6,2,ltl_freight,Ironclad Freight,LTL Standard,Boston MA,New York NY,02106,10066,42.36,-71.06,40.71,-74.01,190.4,3,479.56,38.5,44.7,21.9,1,0,1,58.04,0.1386,0.328,0.139,7,161.52,7,1
SHP-42-0007207,2024-03-24,2024-03-26,1,3,parcel,Falcon Post,Ground,Los Angeles CA,Phoenix AZ,90097,85048,34.05,-118.24,33.45,-112.07,356.8,4,1.9,4.9,5.6,4.2,0,1,0,112.44,0.1321,0.306,0.345,5,11.74,5,1
SHP-42-0038813,2025-08-22,2025-08-23,5,8,parcel,Falcon Post,Ground,Boston MA,Salt Lake City UT,02148,84165,42.36,-71.06,40.76,-111.89,2093.4,8,7.21,7.8,11.0,9.3,0,0,0,0.0,0.1152,0.345,0.196,7,10.93,8,0
SHP-42-0048333,2024-05-22,2024-05-23,3,5,parcel,Northstar Parcel,Ground,Minneapolis MN,Nashville TN,55435,37272,44.98,-93.27,36.16,-86.78,697.6,5,7.31,13.7,9.3,4.7,0,1,0,0.0,0.1357,0.579,0.223,6,18.33,6,1
SHP-42-0035245,2025-10-16,2025-10-16,3,10,ltl_freight,Vela Freight,LTL Standard,Atlanta GA,Dallas TX,30319,75257,33.75,-84.39,32.78,-96.8,719.6,5,653.63,34.8,45.3,26.9,1,0,1,0.0,0.0778,0.265,0.0,9,251.43,7,1
SHP-42-0025058,2025-04-29,2025-04-30,2,4,parcel,Falcon Post,TwoDay,Los Angeles CA,Minneapolis MN,90093,55402,34.05,-118.24,44.98,-93.27,1521.2,7,1.46,7.2,4.9,2.7,0,1,0,0.0,0.1157,0.228,0.008,3,16.33,4,0
SHP-42-0041860,2024-03-21,2024-03-23,5,3,parcel,Summit Express,Ground,Boston MA,New York NY,02114,10003,42.36,-71.06,40.71,-74.01,190.4,3,10.03,11.7,8.7,8.9,0,1,0,175.79,0.0844,0.109,0.227,5,28.63,4,1
SHP-42-0020942,2025-10-14,2025-10-15,2,10,parcel,Falcon Post,Ground,Salt Lake City UT,Boston MA,84155,02131,40.76,-111.89,42.36,-71.06,2093.4,8,2.04,7.9,,3.2,0,0,1,83.49,0.1312,0.472,0.121,7,14.35,7,1
SHP-42-0035051,2025-01-16,2025-01-16,3,1,parcel,Northstar Parcel,TwoDay,Los Angeles CA,Houston TX,90095,77010,34.05,-118.24,29.76,-95.37,1370.7,6,2.68,5.7,4.9,3.2,0,1,0,51.56,0.1398,0.442,0.0,3,24.89,8,0
SHP-42-0007904,2024-06-20,2024-06-20,3,6,parcel,cobalt regional,Overnight,Salt Lake City UT,Phoenix AZ,84100,85001,40.76,-111.89,33.45,-112.07,505.2,4,1.47,6.2,5.9,2.6,0,0,0,24.46,0.13,0.116,0.0,2,25.92,1,1
SHP-42-0046045,2025-11-20,2025-11-22,5,11,parcel,Northstar Parcel,Ground,Boston MA,Los Angeles CA,02190,90036,42.36,-71.06,34.05,-118.24,2590.7,8,2.16,,6.3,3.0,0,0,0,9.38,0.1087,0.263,0.889,7,9.93,8,0
SHP-42-0036903,2024-05-07,2024-05-10,4,5,parcel,Falcon Post,Overnight,Chicago IL,Los Angeles CA,60693,90035,41.88,-87.63,34.05,-118.24,1742.2,7,2.4,5.0,6.8,6.4,0,0,0,53.84,0.1066,0.089,0.26,2,22.25,3,0
SHP-42-0006021,2025-05-25,2025-05-26,0,5,parcel,Northstar Parcel,TwoDay,Columbus OH,New York NY,43293,10032,39.96,-82.99,40.71,-74.01,475.6,4,6.25,12.0,7.4,6.7,0,0,0,65.52,0.1144,0.296,0.141,3,22.19,3,1
SHP-42-0033894,2025-11-09,2025-11-09,6,11,parcel,Falcon Post,Ground,Minneapolis MN,Denver CO,55411,80284,44.98,-93.27,39.74,-104.99,698.3,5,0.56,,4.6,2.9,0,1,0,0.0,0.1489,0.337,0.805,6,8.97,7,0
SHP-42-0049910,2024-03-12,2024-03-14,3,3,parcel,Summit Express,Expedited,Kansas City MO,Los Angeles CA,64136,90014,39.1,-94.58,34.05,-118.24,1354.1,6,0.46,5.3,3.6,2.3,0,1,1,79.53,0.1005,0.097,0.182,4,29.09,2,1
SHP-42-0020246,2025-02-05,2025-02-06,3,2,parcel,Northstar Parcel,Expedited,Chicago IL,Atlanta GA,60670,30365,41.88,-87.63,33.75,-84.39,588.8,4,4.31,7.9,5.8,4.8,0,0,0,0.0,0.1403,0.456,0.212,3,16.34,3,1
SHP-42-0001669,2025-01-12,2025-01-14,1,1,parcel,  Falcon Post ,Ground,Portland OR,Kansas City MO,97247,64198,45.51,-122.68,39.1,-94.58,1493.9,7,2.01,8.1,4.0,3.3,0,1,0,0.0,0.1555,0.422,0.0,7,13.33,7,1
SHP-42-0049101,2024-09-18,2024-09-19,3,9,parcel,  Northstar Parcel ,Overnight,Los Angeles CA,Dallas TX,90017,75255,34.05,-118.24,32.78,-96.8,1237.4,6,1.31,6.8,4.4,3.3,0,0,0,277.58,0.0761,0.215,0.22,2,30.99,1,1
SHP-42-0038249,2025-08-15,2025-08-16,5,8,parcel,Northstar Parcel,  Ground ,Los Angeles CA,Houston TX,90014,77087,34.05,-118.24,29.76,-95.37,1370.7,6,3.66,7.5,6.9,7.6,0,0,0,0.0,0.1394,0.239,0.123,6,11.17,6,1
SHP-42-0008176,2024-12-14,2024-12-15,6,12,parcel,Cobalt Regional,Overnight,Phoenix AZ,Los Angeles CA,85033,90037,33.45,-112.07,34.05,-118.24,356.8,4,8.08,11.7,9.3,4.9,0,1,0,146.82,0.1706,0.251,0.844,2,36.71,2,1
SHP-42-0033706,2024-05-19,2024-05-20,0,5,ltl_freight,Ironclad Freight,LTL Standard,Atlanta GA,New York NY,30361,10020,33.75,-84.39,40.71,-74.01,745.6,5,729.75,60.5,33.8,34.0,1,0,0,15.46,0.111,0.041,0.009,9,239.18,7,1
SHP-42-0005624,2024-10-27,2024-10-27,6,10,parcel,Northstar Parcel,twoday,Los Angeles CA,Houston TX,90008,77006,34.05,-118.24,29.76,-95.37,1370.7,6,3.21,6.7,8.2,4.5,0,1,0,56.62,0.1062,0.273,0.197,3,23.44,4,0
SHP-42-0041531,2024-01-29,2024-01-29,0,1,parcel,Falcon Post,Ground,Minneapolis MN,Columbus OH,55419,43247,44.98,-93.27,39.96,-82.99,627.6,5,3.11,,7.6,4.4,0,0,0,1210.11,0.1533,0.732,0.127,6,20.11,7,0
SHP-42-0020282,2024-02-07,2024-02-08,3,2,parcel,Northstar Parcel,Expedited,Minneapolis MN,Charlotte NC,55407,28213,44.98,-93.27,35.23,-80.84,938.8,5,6.25,10.5,7.1,8.9,0,0,0,21.66,0.1596,0.437,0.249,4,18.28,3,1
SHP-42-0007919,2025-10-24,2025-10-24,4,10,parcel,Cobalt Regional,GROUND,Seattle WA,Phoenix AZ,98163,85090,47.61,-122.33,33.45,-112.07,1114.7,6,7.25,8.4,7.3,4.8,0,1,0,87.22,0.0888,0.078,0.189,6,18.98,6,1
SHP-42-0045937,2024-05-06,2024-05-06,0,5,parcel,  Cobalt Regional ,Ground,Phoenix AZ,Seattle WA,85020,98175,33.45,-112.07,47.61,-122.33,1114.7,6,2.89,8.9,5.6,5.2,0,0,1,144.05,0.0953,0.427,0.1,6,13.87,4,1
SHP-42-0031499,2024-03-21,2024-03-24,6,3,parcel,Northstar Parcel,Ground,Minneapolis MN,Los Angeles CA,55469,90005,44.98,-93.27,34.05,-118.24,1521.2,7,0.94,4.7,5.2,4.0,0,1,0,24.06,0.1029,0.149,0.116,7,15.54,6,1
SHP-42-0034364,2024-05-05,2024-05-05,6,5,ltl_freight,Vela Freight,LTL Standard,Denver CO,Atlanta GA,80243,30372,39.74,-104.99,33.75,-84.39,1209.9,6,322.85,43.8,31.8,31.2,1,0,0,69.26,0.1357,0.049,0.219,10,309.19,8,1
SHP-42-0004861,2024-07-31,2024-07-31,2,7,parcel,Falcon Post,Expedited,Columbus OH,Los Angeles CA,43298,90049,39.96,-82.99,34.05,-118.24,1974.0,8,8.64,11.2,7.7,6.7,0,0,0,18.96,0.0751,0.065,0.168,4,15.98,4,1
SHP-42-0045196,2024-12-21,2024-12-23,0,12,parcel,Northstar Parcel,Expedited,Chicago IL,Dallas TX,60645,75287,41.88,-87.63,32.78,-96.8,804.7,5,5.69,7.5,7.0,7.7,0,1,0,0.0,0.1492,0.262,0.812,4,20.27,3,1
SHP-42-0038940,2025-10-11,2025-10-13,0,10,parcel,Falcon Post,Ground,Salt Lake City UT,Boston MA,84138,02125,40.76,-111.89,42.36,-71.06,2093.4,8,6.01,12.5,7.5,5.6,0,1,0,272.27,0.098,0.107,0.097,7,15.82,7,1
SHP-42-0010985,2025-02-03,2025-02-06,3,2,parcel,Falcon Post,Ground,Chicago IL,Columbus OH,60669,43230,41.88,-87.63,39.96,-82.99,276.1,3,4.9,11.7,9.3,6.3,0,1,1,0.0,0.1818,0.417,0.101,5,15.58,6,0
SHP-42-0029829,2025-09-14,2025-09-14,6,9,parcel,Falcon Post,Ground,Nashville TN,Phoenix AZ,37257,85000,36.16,-86.78,33.45,-112.07,1442.8,7,3.01,6.6,7.2,4.7,0,0,1,0.0,0.1009,0.424,0.257,7,11.23,8,0
SHP-42-0010679,2024-07-11,2024-07-12,4,7,parcel,Falcon Post,Ground,Seattle WA,Columbus OH,98140,43231,47.61,-122.33,39.96,-82.99,2008.8,8,3.37,9.4,5.7,7.1,0,0,0,115.75,0.1124,0.138,0.159,7,12.45,7,1
SHP-42-0025857,2024-09-07,2024-09-09,0,9,parcel,Falcon Post,Ground,Los Angeles CA,Atlanta GA,90017,30357,34.05,-118.24,33.75,-84.39,1932.4,8,4.42,8.8,7.5,3.7,0,1,0,0.0,0.0854,0.526,0.151,7,11.91,9,0
SHP-42-0043688,2024-05-02,2024-05-07,1,5,parcel,Cobalt Regional,Ground,Los Angeles CA,Portland OR,90078,97284,34.05,-118.24,45.51,-122.68,825.8,5,0.84,5.3,4.7,2.4,0,0,0,23.33,0.1241,0.183,0.188,6,8.12,5,1
SHP-42-0011805,2024-05-09,2024-05-11,5,5,parcel,Northstar Parcel,Expedited,Minneapolis MN,New York NY,55474,10055,44.98,-93.27,40.71,-74.01,1016.5,6,3.93,6.1,5.2,6.5,0,1,1,111.05,0.0778,0.198,0.139,4,25.2,3,1
SHP-42-0040933,2024-06-20,2024-06-20,3,6,parcel,Falcon Post,Expedited,Kansas City MO,Los Angeles CA,64191,90099,39.1,-94.58,34.05,-118.24,1354.1,6,4.22,9.2,8.8,5.0,0,0,0,0.0,0.1271,0.277,0.0,4,10.74,5,0
SHP-42-0009649,2025-04-27,2025-04-28,0,4,parcel,Falcon Post,  Expedited ,Denver CO,Boston MA,80234,02171,39.74,-104.99,42.36,-71.06,1765.4,7,6.95,7.6,6.0,8.9,0,1,0,55.36,0.1095,0.364,0.232,4,19.47,5,0
SHP-42-0022099,2024-09-24,2024-09-25,2,9,ltl_freight,Ironclad Freight,LTL Standard,Dallas TX,Houston TX,75224,77037,32.78,-96.8,29.76,-95.37,225.1,3,1356.75,45.6,38.1,25.8,2,0,0,50.53,0.0715,0.183,0.047,7,224.83,6,1
SHP-42-0016259,2025-12-21,2025-12-23,1,12,ltl_freight,Ironclad Freight,LTL Guaranteed,Kansas City MO,Denver CO,64171,80299,39.1,-94.58,39.74,-104.99,557.1,4,371.02,38.9,40.5,34.7,1,0,1,0.0,0.1666,0.58,0.743,6,203.24,7,0
SHP-42-0018170,2024-12-17,2024-12-18,2,12,parcel,Northstar Parcel,Ground,Boston MA,Los Angeles CA,02156,90094,42.36,-71.06,34.05,-118.24,2590.7,8,13.1,8.9,7.6,6.2,0,1,0,0.0,0.1594,0.25,0.966,7,24.6,7,1
SHP-42-0007820,2025-11-08,2025-11-10,0,11,ltl_freight,Vela Freight,LTL Standard,Phoenix AZ,Chicago IL,85029,60677,33.45,-112.07,41.88,-87.63,1451.5,7,295.36,26.8,32.9,32.8,1,0,0,0.0,0.1115,0.216,0.767,10,334.57,10,1
SHP-42-0045499,2024-06-28,2024-06-29,5,6,parcel,Summit Express,Overnight,New York NY,Phoenix AZ,10043,85083,40.71,-74.01,33.45,-112.07,2139.4,8,2.04,7.0,6.3,3.3,0,0,0,183.39,0.0953,0.141,0.31,2,39.39,2,1
SHP-42-0022102,2025-06-10,2025-06-10,1,6,parcel,Falcon Post,Ground,Columbus OH,Denver CO,43209,80299,39.96,-82.99,39.74,-104.99,1164.1,6,6.19,9.1,8.6,8.0,0,0,0,0.0,0.1266,0.244,0.146,6,10.56,5,1
SHP-42-0015008,2024-02-29,2024-03-02,5,3,parcel,northstar parcel,Ground,Seattle WA,Chicago IL,98113,60659,47.61,-122.33,41.88,-87.63,1732.8,7,3.74,6.0,5.3,4.2,0,1,0,0.0,0.1522,0.015,0.293,7,16.41,6,1
SHP-42-0039762,2025-04-14,2025-04-14,0,4,parcel,Northstar Parcel,Ground,Seattle WA,Nashville TN,98198,37230,47.61,-122.33,36.16,-86.78,1970.6,8,17.89,15.8,15.2,9.6,0,0,0,280.05,0.0846,0.401,0.159,7,29.39,7,1
SHP-42-0040932,2025-08-25,2025-08-25,0,8,parcel,Northstar Parcel,Expedited,Nashville TN,Phoenix AZ,37201,85082,36.16,-86.78,33.45,-112.07,1442.8,7,1.16,4.8,4.3,4.2,0,1,0,73.23,0.0984,0.116,0.199,4,18.0,4,1
SHP-42-0033651,2024-02-09,2024-02-10,5,2,ltl_freight,Vela Freight,LTL Standard,Charlotte NC,Dallas TX,28283,75266,35.23,-80.84,32.78,-96.8,928.6,5,447.93,37.9,36.8,29.0,1,0,0,46.99,0.173,0.275,0.17,9,286.79,8,1
SHP-42-0032747,2024-02-21,2024-02-23,4,2,ltl_freight,Ironclad Freight,LTL Standard,Houston TX,Portland OR,77005,97207,29.76,-95.37,45.51,-122.68,1833.6,8,239.45,39.3,22.6,14.6,1,0,0,0.0,0.1572,0.607,0.234,11,355.79,13,0
SHP-42-0025143,2024-07-05,2024-07-05,4,7,parcel,Falcon Post,Ground,Houston TX,Miami FL,77084,33198,29.76,-95.37,25.76,-80.19,967.5,5,1.52,6.2,6.4,5.5,0,0,0,21.94,0.0754,0.424,0.09,6,7.19,6,1
SHP-42-0008798,2025-03-12,2025-03-12,2,3,parcel,Summit Express,Overnight,Dallas TX,Chicago IL,75269,60671,32.78,-96.8,41.88,-87.63,804.7,5,,4.1,4.4,5.2,0,0,0,0.0,0.0933,0.034,0.054,2,34.38,3,0
SHP-42-0011741,2024-04-05,2024-04-06,5,4,parcel,Summit Express,Ground,Seattle WA,Chicago IL,98192,60675,47.61,-122.33,41.88,-87.63,1732.8,7,3.19,7.7,5.7,5.7,0,1,0,31.48,0.14,0.247,0.273,7,22.74,6,1
SHP-42-0047015,2025-09-01,2025-09-03,2,9,parcel,Falcon Post,Ground,Atlanta GA,Minneapolis MN,30373,55445,33.75,-84.39,44.98,-93.27,908.1,5,4.24,10.4,8.4,3.9,0,0,0,0.0,0.067,0.19,0.12,6,8.74,6,1
SHP-42-0046444,2024-09-26,2024-09-28,5,9,parcel,Falcon Post,Ground,Atlanta GA,Houston TX,30370,77067,33.75,-84.39,29.76,-95.37,701.0,5,2.04,8.3,6.7,4.5,0,1,0,7.74,0.1176,0.338,0.071,6,11.23,7,0
SHP-42-0037687,2025-02-03,2025-02-06,3,2,parcel,Northstar Parcel,Ground,Phoenix AZ,Minneapolis MN,85065,55470,33.45,-112.07,44.98,-93.27,1278.1,6,3.34,8.3,8.7,4.9,0,1,0,109.09,0.1211,0.497,0.069,6,15.84,6,1
SHP-42-0015619,2024-08-31,2024-08-31,5,8,parcel,Summit Express,TwoDay,New York NY,Minneapolis MN,10083,55443,40.71,-74.01,44.98,-93.27,1016.5,6,6.5,9.4,7.7,6.6,0,1,0,0.0,0.1109,0.464,0.165,3,34.9,2,1
SHP-42-0025816,2025-04-30,2025-05-01,3,5,parcel,Northstar Parcel,Ground,Seattle WA,Charlotte NC,98107,28220,47.61,-122.33,35.23,-80.84,2280.9,8,6.01,6.6,8.5,8.3,0,1,1,65.3,0.1156,0.241,0.261,7,23.85,6,1
SHP-42-0008933,2024-11-17,2024-11-17,6,11,parcel,Falcon Post,Expedited,Charlotte NC,Columbus OH,28254,43217,35.23,-80.84,39.96,-82.99,347.3,4,1.17,6.1,3.8,3.6,0,1,0,0.0,0.0539,0.226,0.911,3,12.7,4,0
SHP-42-0016206,2024-12-14,2024-12-14,5,12,parcel,Summit Express,Ground,Salt Lake City UT,Portland OR,84162,97281,40.76,-111.89,45.51,-122.68,634.6,5,3.21,7.7,6.1,5.4,0,1,0,0.0,0.1248,0.216,0.834,6,19.57,5,1
SHP-42-0010336,2025-03-25,2025-03-25,1,3,parcel,Falcon Post,Ground,Houston TX,New York NY,77044,10010,29.76,-95.37,40.71,-74.01,1417.3,7,2.43,8.5,7.0,4.0,0,1,0,43.75,0.1134,0.086,0.0,7,8.86,7,1
SHP-42-0030552,2025-12-10,2025-12-10,2,12,parcel,Falcon Post,Expedited,Columbus OH,Seattle WA,43270,98131,39.96,-82.99,47.61,-122.33,2008.8,8,5.21,11.0,8.8,8.0,0,1,0,130.06,0.1701,0.266,0.833,4,21.83,5,0
SHP-42-0034928,2025-10-12,2025-10-12,6,10,parcel,Northstar Parcel,Ground,Atlanta GA,Chicago IL,30395,60611,33.75,-84.39,41.88,-87.63,588.8,4,2.42,9.5,7.2,4.6,0,1,0,315.02,0.1371,0.348,0.245,5,18.49,4,1
SHP-42-0024204,2025-06-24,2025-06-24,1,6,parcel,Falcon Post,TwoDay,Los Angeles CA,Chicago IL,90089,60611,34.05,-118.24,41.88,-87.63,1742.2,7,1270.0,9.8,7.7,4.9,0,1,0,170.09,0.1033,0.354,0.115,3,21.17,5,0
SHP-42-0033758,2024-01-07,2024-01-07,6,1,parcel,Northstar Parcel,Expedited,New York NY,Minneapolis MN,10007,55481,40.71,-74.01,44.98,-93.27,1016.5,6,3.74,6.1,8.1,3.6,0,1,0,0.0,0.1747,0.23,0.222,4,19.15,4,1
SHP-42-0002654,2024-05-26,2024-05-26,6,5,parcel,Summit Express,Ground,Denver CO,Atlanta GA,80278,30370,39.74,-104.99,33.75,-84.39,1209.9,6,2.44,7.4,6.2,3.3,0,0,0,28.33,0.0795,0.083,0.167,6,15.58,4,1
SHP-42-0047889,2025-05-05,2025-05-05,0,5,parcel,Summit Express,Ground,Houston TX,Miami FL,77030,33167,29.76,-95.37,25.76,-80.19,967.5,5,2.95,6.1,4.8,6.4,0,1,0,169.9,0.0962,0.201,0.09,6,21.25,4,1
SHP-42-0047119,2024-02-04,2024-02-06,1,2,ltl_freight,Ironclad Freight,LTL Standard,Phoenix AZ,Los Angeles CA,85059,90048,33.45,-112.07,34.05,-118.24,356.8,4,287.16,35.7,28.1,31.9,1,0,0,63.87,0.1475,0.424,0.284,8,169.46,8,1
SHP-42-0027897,2024-08-08,2024-08-09,4,8,parcel,Summit Express,Expedited,Chicago IL,Seattle WA,60685,98148,41.88,-87.63,47.61,-122.33,1732.8,7,2.86,7.0,5.1,4.7,0,1,0,0.0,0.0933,0.543,0.184,4,24.0,4,1
SHP-42-0001137,2024-02-22,2024-02-23,4,2,parcel,Summit Express,Expedited,Seattle WA,Denver CO,98184,80245,47.61,-122.33,39.74,-104.99,1019.5,6,2.53,5.8,4.4,5.4,0,0,0,116.75,0.1606,0.334,0.084,4,22.92,4,1
SHP-42-0011596,2024-12-25,2024-12-25,2,12,parcel,Summit Express,Ground,Atlanta GA,Chicago IL,30331,60603,33.75,-84.39,41.88,-87.63,588.8,4,6.46,7.9,8.5,6.4,0,0,0,238.51,0.1431,0.366,0.857,5,22.69,5,1
SHP-42-0000510,2025-09-27,2025-09-29,0,9,parcel,Falcon Post,Ground,Los Angeles CA,Miami FL,90014,33118,34.05,-118.24,25.76,-80.19,2335.5,8,3.01,6.4,7.3,6.7,0,1,0,14.76,0.1121,0.015,0.0,7,11.04,7,1
SHP-42-0010129,2025-02-11,2025-02-11,1,2,parcel,Falcon Post,TwoDay,Atlanta GA,Nashville TN,30325,37207,33.75,-84.39,36.16,-86.78,214.6,3,5.68,12.7,7.4,7.2,0,1,0,0.0,0.178,0.848,0.017,3,19.61,4,0
SHP-42-0047623,2024-11-19,2024-11-19,1,11,parcel,Northstar Parcel,  Ground ,Kansas City MO,Charlotte NC,64105,28241,39.1,-94.58,35.23,-80.84,801.4,5,4.13,9.1,5.2,7.8,0,0,0,33.62,0.1025,0.201,0.771,6,10.51,6,1
SHP-42-0047340,2024-10-08,2024-10-09,2,10,parcel,Falcon Post,Ground,Chicago IL,Los Angeles CA,60687,90065,41.88,-87.63,34.05,-118.24,1742.2,7,3.65,10.6,8.7,6.8,0,1,0,0.0,0.0973,0.424,0.199,7,11.49,7,1
SHP-42-0009243,2024-02-27,2024-02-28,2,2,parcel,Falcon Post,Ground,New York NY,Denver CO,10050,80250,40.71,-74.01,39.74,-104.99,1627.2,7,1.58,5.7,5.3,3.7,0,1,0,0.0,0.1681,0.389,0.084,7,12.08,6,1
SHP-42-0048496,2025-01-19,2025-01-19,6,1,parcel,Falcon Post,Expedited,Seattle WA,Kansas City MO,98131,64131,47.61,-122.33,39.1,-94.58,1502.7,7,5.45,9.3,7.8,4.4,0,1,0,0.0,0.1723,0.556,0.164,4,17.57,6,0
SHP-42-0033607,2025-10-24,2025-10-24,4,10,parcel,Falcon Post,Ground,Houston TX,Salt Lake City UT,77050,84124,29.76,-95.37,40.76,-111.89,1199.0,6,4.88,10.2,7.8,5.3,0,1,0,48.4,0.1045,0.241,0.15,6,11.8,7,0
SHP-42-0030666,2024-04-28,2024-04-28,6,4,parcel,Falcon Post,Expedited,Chicago IL,Phoenix AZ,60600,85032,41.88,-87.63,33.45,-112.07,1451.5,7,4.4,8.6,7.8,6.4,0,1,1,111.15,0.0928,0.255,0.061,4,22.35,4,1
SHP-42-0046503,2025-04-11,2025-04-13,6,4,parcel,Falcon Post,TwoDay,Los Angeles CA,Chicago IL,90014,60626,34.05,-118.24,41.88,-87.63,1742.2,7,1.92,7.7,6.5,4.2,0,1,1,56.03,0.0626,0.184,0.227,3,21.28,9,0
SHP-42-0030203,2024-06-01,2024-06-02,6,6,parcel,Summit Express,Ground,Dallas TX,Houston TX,75201,77019,32.78,-96.8,29.76,-95.37,225.1,3,1.8,4.5,5.3,4.6,0,1,0,47.39,0.0949,0.316,0.129,5,16.96,4,1
SHP-42-0036725,2024-10-17,2024-10-17,3,10,parcel,Summit Express,Expedited,Chicago IL,New York NY,60640,10025,41.88,-87.63,40.71,-74.01,710.9,5,3.36,6.7,7.7,7.0,0,0,0,18.12,0.084,0.494,0.148,4,18.43,3,1
SHP-42-0004839,2024-06-05,2024-06-10,0,6,ltl_freight,Ironclad Freight,LTL Guaranteed,Dallas TX,Denver CO,75231,80224,32.78,-96.8,39.74,-104.99,662.3,5,494.5,39.2,42.6,35.2,1,0,0,51.53,0.1225,0.232,0.171,6,219.05,6,1
SHP-42-0037657,2024-04-12,2024-04-13,5,4,parcel,Falcon Post,Overnight,Dallas TX,Boston MA,75289,02194,32.78,-96.8,42.36,-71.06,1549.1,7,2.48,5.3,6.1,6.3,0,1,0,45.92,0.0701,0.426,0.174,2,26.61,4,0
SHP-42-0021446,2024-08-24,2024-08-26,0,8,parcel,Falcon Post,Expedited,Dallas TX,Boston MA,75215,02125,32.78,-96.8,42.36,-71.06,1549.1,7,0.49,5.3,3.3,2.9,0,1,0,153.53,0.114,0.428,0.168,4,13.96,5,0
SHP-42-0038264,2025-08-07,2025-08-08,4,8,parcel,Summit Express,Overnight,Boston MA,Dallas TX,2104,75214,42.36,-71.06,32.78,-96.8,1549.1,7,6.73,13.0,10.0,4.9,0,0,0,107.07,0.1094,0.274,0.091,2,44.23,2,1
SHP-42-0030226,2024-04-29,2024-04-29,0,4,parcel,Northstar Parcel,Expedited,Seattle WA,New York NY,98141,10032,47.61,-122.33,40.71,-74.01,2401.7,8,10.51,15.6,12.7,7.3,0,1,0,56.75,0.0831,0.206,0.122,4,27.2,4,1
SHP-42-0006189,2024-07-07,2024-07-08,0,7,parcel,Summit Express,  TwoDay ,Houston TX,Miami FL,77061,33198,29.76,-95.37,25.76,-80.19,967.5,5,2.41,7.1,6.0,6.1,0,1,1,136.44,0.1294,0.133,0.197,3,38.06,1,1
SHP-42-0007432,2025-01-08,2025-01-09,3,1,parcel,Summit Express,Ground,Minneapolis MN,Columbus OH,55436,43228,44.98,-93.27,39.96,-82.99,627.6,5,0.86,5.7,4.3,3.4,0,0,0,120.66,0.1546,0.578,0.148,6,14.16,5,1
